platform,category,ranking_type,ranking_label,rank,product_name,product_key,price,original_price,discount_rate,discount_amount,delivery_type,review_count,rating,price_group,review_group,is_top20,duplicate_in_ranking_type,duplicate_in_platform,duplicate_overall,collected_date,source_file
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,73,"데일리코어 감마리놀렌산 보라지유, 60정, 1개",데일리코어 감마리놀렌산 보라지유,11000,24000.0,54,13000.0,로켓배송,605,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,74,"대웅생명과학 생유산균 프로바이오틱스 30p, 60g, 1개",대웅생명과학 생유산균 프로바이오틱스 30p 60g,5260,10000.0,47,4740.0,로켓배송,433,4.5,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,75,"뉴트리디데이 rTG 알티지 오메가3 골드, 30정, 1개",뉴트리디데이 rtg 알티지 오메가3 골드,7900,14330.0,44,6430.0,로켓배송,3213,5.0,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,76,"엘레나 유렉스 프로바이오틱스 유산균, 60정, 1개",엘레나 유렉스 프로바이오틱스 유산균,44280,,0,,로켓배송,22663,5.0,mid_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,77,"신풍제약 헬리코박터균 증식억제 위건강 스페인감초추출물 영양제, 30정, 1개",신풍제약 헬리코박터균 증식억제 위건강 스페인감초추출물 영양제,9890,15000.0,34,5110.0,판매자로켓,6479,4.5,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,78,"황금구렁이 오리지널 차전자피 식이섬유, 153g, 1개",황금구렁이 오리지널 차전자피 식이섬유 153g,21900,39900.0,45,18000.0,로켓배송,1944,4.5,mid_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,79,"안국건강 아이메가 알티지 오메가3 미니, 60정, 1개",안국건강 아이메가 알티지 오메가3 미니,12900,21800.0,40,8900.0,로켓배송,1693,5.0,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,80,"서울우유 면역탄탄 칼슘 & 아연 & 비타민D 젤리스틱 14p, 1개, 280g",서울우유 면역탄탄 칼슘 아연 비타민d 젤리스틱 14p 280g,15200,16000.0,5,800.0,판매자로켓,534,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,81,"올바른건강식품 와이 케어 프로바이오틱스 VL8, 90회분, 1개",올바른건강식품 와이 케어 프로바이오틱스 vl8,13900,,0,,로켓배송,3318,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,82,"세노비스 키즈 프로폴리스 스프레이, 25ml, 1개",세노비스 키즈 프로폴리스 스프레이 25ml,10770,16000.0,32,5230.0,로켓배송,11385,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,83,"덴프스 트루바이타민 I, 50.7g, 1개",덴프스 트루바이타민 i 50 7g,18850,19930.0,5,1080.0,로켓배송,6903,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,84,"PRONUTRITION 정품 듀얼플랜 다이어트 유산균 14p, 35g, 1개",pronutrition 듀얼플랜 다이어트 유산균 14p 35g,39830,50000.0,20,10170.0,로켓배송,1797,4.5,mid_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,85,"종근당 마그네슘 플러스, 90정, 1개",종근당 마그네슘 플러스,12670,,0,,로켓배송,4379,4.5,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,86,"종근당 비타민D 1000I.U, 90정, 1개",종근당 비타민d 1000i u,8350,9900.0,15,1550.0,로켓배송,5882,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,87,"뉴트리가든 핏 마그네슘 400, 1개, 30정",뉴트리가든 핏 마그네슘 400,5000,,0,,로켓배송,163,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,88,"메디트리 츄어블 비타민D 4000IU 아연 90g, 90정, 1개",메디트리 츄어블 비타민d 4000iu 아연 90g,9700,14900.0,34,5200.0,로켓배송,2248,5.0,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,89,"한미양행 신경엔 마그네슘, 90정, 1개",한미양행 신경엔 마그네슘,11900,,0,,로켓배송,2079,4.5,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,90,"네추럴라이즈 멀티비타민 꾸미, 60정, 1개",네추럴라이즈 멀티비타민 꾸미,12900,,0,,로켓배송,14724,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,91,"비에날씬 BNR17 다이어트 유산균 슬림플러스, 28g, 1개",비에날씬 bnr17 다이어트 유산균 슬림플러스 28g,25900,,0,,로켓배송,3398,4.5,mid_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,92,"일양약품 프라임 프로바이오틱스 유산균19, 60g, 1개",일양약품 프라임 프로바이오틱스 유산균19 60g,5760,6500.0,11,740.0,로켓배송,1370,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,93,"뉴트리션메이트 비타민C 120g, 1개, 100정",뉴트리션메이트 비타민c 120g,7650,9000.0,15,1350.0,로켓배송,819,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,94,"덴프스 혈당케어 슬림 영양제, 90정, 1개",덴프스 혈당케어 슬림 영양제,10800,,0,,로켓배송,313,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,95,"순수식품 쏘팔메토 로르산 115 옥타코사놀, 60정, 3개",순수식품 쏘팔메토 로르산 115 옥타코사놀,25090,50000.0,49,24910.0,판매자로켓,5010,4.5,mid_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,96,"함소아 리포퍼 철분가득 30포 1개월분, 45g, 1개",함소아 리포퍼 철분가득 45g,9900,,0,,로켓배송,1758,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,97,"잠백이 저스트 크레아틴, 300g, 1개",잠백이 저스트 크레아틴 300g,13900,,0,,로켓배송,1730,5.0,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,98,"쏘팔코사놀 1000mg 쏘팔메토, 130정, 1개",쏘팔코사놀 1000mg 쏘팔메토,84660,86660.0,2,2000.0,로켓배송,20530,4.5,high_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,99,"종근당 프로바이오틱스 유산균19, 60회분, 2g, 1개",종근당 프로바이오틱스 유산균19 2g,12670,50000.0,74,37330.0,로켓배송,8483,4.5,low_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,100,"코오롱제약 기억력 혈행엔 은행잎 플러스, 30정, 1개",코오롱제약 기억력 혈행엔 은행잎 플러스,5900,10600.0,44,4700.0,로켓배송,2880,4.5,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,1,"종근당 정품 칼슘 앤 마그네슘 비타민D 아연, 180정, 1개",종근당 칼슘 앤 마그네슘 비타민d 아연,13730,,0,,로켓배송,181067,5.0,low_price,high_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,2,"락토핏 다이어트 유산균 60p, 120g, 1개",락토핏 다이어트 유산균 60p 120g,15300,25900.0,40,10600.0,로켓배송,13460,5.0,low_price,mid_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,3,"뉴트리가든 비타민D3 5000IU, 180정, 1개",뉴트리가든 비타민d3 5000iu,12500,19800.0,36,7300.0,로켓배송,40466,5.0,low_price,high_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,4,"종근당건강 알티지 오메가3 듀얼, 60정, 3개",종근당건강 알티지 오메가3 듀얼,27360,38700.0,29,11340.0,로켓배송,122909,5.0,mid_price,high_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,5,"종근당 정품 관절연골엔 뮤코다당단백 콘드로이친 1200 플러스, 60정, 2개",종근당 관절연골엔 뮤코다당단백 콘드로이친 1200 플러스,29910,60000.0,50,30090.0,로켓배송,11288,5.0,mid_price,mid_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,6,"메가도스 D 비타민D3 4000IU, 90정, 1개",메가도스 d 비타민d3 4000iu,9900,,0,,로켓배송,11813,5.0,low_price,mid_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,7,"오쏘몰 이뮨 멀티비타민, 30회분, 1개",오쏘몰 이뮨 멀티비타민,81700,,0,,로켓배송,2854,4.5,high_price,low_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,8,"센트룸 우먼 더블업, 60정, 1개",센트룸 우먼 더블업,26800,29000.0,7,2200.0,로켓배송,1617,5.0,mid_price,low_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,9,"센트룸 실버 우먼 멀티비타민 76.7g, 50정, 1개",센트룸 실버 우먼 멀티비타민 76 7g,22950,27000.0,15,4050.0,로켓배송,20587,5.0,mid_price,mid_review,True,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,10,"솔가 엽산 800, 100정, 1개",솔가 엽산 800,18100,40000.0,54,21900.0,로켓배송,15486,5.0,low_price,mid_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,11,"뉴트리디데이 프리미엄 밀크씨슬 골드, 90정, 45g, 1개",뉴트리디데이 프리미엄 밀크씨슬 골드 45g,12900,23160.0,44,10260.0,로켓배송,40423,5.0,low_price,high_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,12,"잠백이 저스트 크레아틴, 300g, 1개",잠백이 저스트 크레아틴 300g,13900,,0,,로켓배송,1730,5.0,low_price,low_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,13,"종근당건강 정품 비타민D 2000IU, 90정, 1개",종근당건강 비타민d 2000iu,10720,10950.0,2,230.0,로켓프레시,675,5.0,low_price,low_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,14,"락토핏 키즈 유산균, 60회분, 120g, 2개",락토핏 키즈 유산균 120g,24500,49800.0,50,25300.0,로켓배송,68766,5.0,mid_price,high_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,15,"종근당 20100 루테인 지아잔틴 아스타잔틴 플러스 영양제, 60정, 1개",종근당 20100 루테인 지아잔틴 아스타잔틴 플러스 영양제,24090,,0,,로켓배송,2242,4.5,mid_price,low_review,True,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,16,"아이클리어 루테인지아잔틴, 30정, 6개",아이클리어 루테인지아잔틴,47880,101400.0,52,53520.0,로켓배송,176706,5.0,high_price,high_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,17,"익스트림 올인원 포 맨 멀티비타민, 30회분, 1개",익스트림 올인원 포 맨 멀티비타민,40000,,0,,판매자로켓,5342,5.0,mid_price,mid_review,True,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,18,"락토핏 골드 유산균 선물세트, 100g, 3개",락토핏 골드 유산균 선물세트 100g,30150,31000.0,2,850.0,로켓배송,21754,5.0,mid_price,mid_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,19,"비에날씬 BNR17 다이어트 유산균 슬림플러스, 28g, 1개",비에날씬 bnr17 다이어트 유산균 슬림플러스 28g,25900,,0,,로켓배송,3398,4.5,mid_price,low_review,True,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,20,"뉴트리디데이 프리미엄 오메가3 골드 1100, 90정, 1개",뉴트리디데이 프리미엄 오메가3 골드 1100,20900,33160.0,36,12260.0,로켓배송,64890,5.0,mid_price,high_review,True,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,21,"센트룸 정품 멀티 구미 비타민, 80정, 1개",센트룸 멀티 구미 비타민,21230,26000.0,18,4770.0,로켓배송,45697,5.0,mid_price,high_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,22,"뉴트리디데이 프리미엄 마그네슘 400, 90정, 1개",뉴트리디데이 프리미엄 마그네슘 400,10900,21500.0,49,10600.0,로켓배송,9531,5.0,low_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,23,"엘레나 유렉스 프로바이오틱스 유산균, 90정, 1개",엘레나 유렉스 프로바이오틱스 유산균,63910,,0,,로켓배송,22663,5.0,high_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,24,"닥터린 초임계 알티지 오메가3 알파 30.21g, 30정, 3개",닥터린 초임계 알티지 오메가3 알파 30 21g,26900,29700.0,9,2800.0,로켓배송,39313,5.0,mid_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,25,"종근당건강 프리미엄 비타C 1000플러스, 100정, 1개",종근당건강 프리미엄 비타c 1000플러스,10450,12450.0,16,2000.0,로켓배송,25532,5.0,low_price,high_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,26,"신타6 정품 프로틴 파우더 초코맛, 2.27kg, 1개",신타6 프로틴 파우더 초코맛 2 27kg,99900,110900.0,9,11000.0,로켓배송,4818,5.0,high_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,27,"베베모린 뽀롱뽀롱 뽀로로 복숭아맛 비타민C, 50정, 3개",베베모린 뽀롱뽀롱 뽀로로 복숭아맛 비타민c,6090,,0,,로켓배송,14219,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,28,"아이원 루테인지아잔틴 미니, 180정, 1개",아이원 루테인지아잔틴 미니,30960,,0,,로켓배송,45195,5.0,mid_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,29,"락토핏 정품 코어 유산균 60p, 2g, 180개",락토핏 코어 유산균 60p 2g,33790,,0,,로켓배송,80335,5.0,mid_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,30,"동화약품 코엔자임 큐10 코큐텐 맥스 혈압 항산화 케어 관리 조절 30g, 60정, 1개",동화약품 코엔자임 큐10 코큐텐 맥스 혈압 항산화 케어 관리 조절 30g,14450,30000.0,51,15550.0,로켓배송,7456,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,31,"순수식품 rTG 오메가3 비타민D 1000mg, 60정, 3개",순수식품 rtg 오메가3 비타민d 1000mg,23990,45000.0,46,21010.0,판매자로켓,9768,4.5,mid_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,32,"아임비타 종근당건강 멀티비타민 이뮨샷 7 164.36g, 7회분, 1개",아임비타 종근당건강 멀티비타민 이뮨샷 7 164 36g,13450,20900.0,35,7450.0,로켓배송,8718,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,33,"잠백이 저스트 크레아틴 모노 하이드레이트 헬스보조제, 1.2kg, 1개",잠백이 저스트 크레아틴 모노 하이드레이트 헬스보조제 1 2kg,29900,,0,,로켓배송,1730,5.0,mid_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,34,"나우그린 정품 프리미엄 비피더스 100, 30정, 1개",나우그린 프리미엄 비피더스 100,19900,23800.0,16,3900.0,로켓배송,4401,5.0,mid_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,35,"락토핏 당케어 유산균, 120g, 1개",락토핏 당케어 유산균 120g,13730,35000.0,60,21270.0,로켓배송,20318,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,36,"함소아 비타민D 1000IU 60p, 60정, 1개",함소아 비타민d 1000iu 60p,10950,,0,,로켓배송,25250,5.0,low_price,high_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,37,"락피도 정품 철분 액상 30포, 240ml, 1개",락피도 철분 액상 240ml,15340,35000.0,56,19660.0,로켓배송,8200,5.0,low_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,38,"락토핏 생유산균 베베 60포, 120g, 1개",락토핏 생유산균 베베 120g,15600,,0,,로켓배송,36636,5.0,low_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,39,"종근당건강 프로메가 알티지 오메가3 듀얼, 60정, 2개",종근당건강 프로메가 알티지 오메가3 듀얼,18260,25800.0,29,7540.0,로켓배송,122909,5.0,low_price,high_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,40,"헬로바이오 프리미엄 철분제, 90정, 1개",헬로바이오 프리미엄 철분제,8400,,0,,로켓배송,1172,5.0,low_price,low_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,41,"에버콜라겐 타임 비오틴, 150g, 1개",에버콜라겐 타임 비오틴 150g,39900,72000.0,44,32100.0,로켓배송,56659,5.0,mid_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,42,"네추럴라이즈 멀티비타민 꾸미, 60정, 1개",네추럴라이즈 멀티비타민 꾸미,12900,,0,,로켓배송,14724,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,43,"유한건강생활 이너플로라 UREX 프로바이오틱스 유산균, 30정, 1개",유한건강생활 이너플로라 urex 프로바이오틱스 유산균,22700,50000.0,54,27300.0,로켓배송,7227,5.0,mid_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,44,"얼라이브 원스데일리 포 우먼 멀티비타민, 30정, 1개",얼라이브 원스데일리 포 우먼 멀티비타민,12900,,0,,로켓배송,42561,5.0,low_price,high_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,45,"센트룸 멀티비타민 실버 포우먼, 112정, 1개",센트룸 멀티비타민 실버 포우먼,36530,,0,,판매자로켓,20587,5.0,mid_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,46,"솔가 엽산 400, 100정, 1개",솔가 엽산 400,12600,35000.0,64,22400.0,로켓배송,25307,5.0,low_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,47,"락티브 하트톡 철분, 30정, 1개",락티브 하트톡 철분,18000,19000.0,5,1000.0,로켓배송,149,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,48,"메가도스 비타민C 3000mg, 180g, 1개",메가도스 비타민c 3000mg 180g,17600,,0,,로켓배송,61016,5.0,low_price,high_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,49,"올바른건강식품 곡물효소 프로바이오틱스 블랙, 270g, 1개",올바른건강식품 곡물효소 프로바이오틱스 블랙 270g,17900,21900.0,18,4000.0,로켓배송,14137,5.0,low_price,mid_review,False,False,True,True,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,50,"(고함량 마그네슘 영양제) 400mg 프리미엄 산화마그네슘 식약처 인증 식약청 인정 건강헤아림, 90정, 2개",고함량 마그네슘 영양제 400mg 프리미엄 산화마그네슘 식약처 인증 식약청 인정 건강헤아림,29900,74900.0,60,45000.0,판매자로켓,6403,4.5,mid_price,mid_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,51,"종근당 아연 플러스, 90정, 1개",종근당 아연 플러스,11870,,0,,로켓배송,2984,4.5,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스/건강식품,coupang_sales,판매량순,52,"뉴프라이스 정직한 알티지 오메가3, 1개, 60정",뉴프라이스 정직한 알티지 오메가3,6900,15900.0,56,9000.0,로켓배송,322,5.0,low_price,low_review,False,False,False,False,2026-06-01,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
