axis,label,count,ratio,base_n
cx_signal,재구매/추천,116,0.7785234899328859,149
cx_signal,구매 계기,101,0.6778523489932886,149
cx_signal,불만/개선점,75,0.5033557046979866,149
cx_signal,편의점/채널 언급,61,0.40939597315436244,149
cx_signal,캠페인/광고 언급,57,0.3825503355704698,149
