axis,label,count,ratio,base_n
cx_signal,재구매/추천,283,0.5,566
cx_signal,구매 계기,235,0.41519434628975266,566
cx_signal,편의점/채널 언급,138,0.24381625441696114,566
cx_signal,불만/개선점,117,0.2067137809187279,566
cx_signal,캠페인/광고 언급,85,0.1501766784452297,566
