axis,label,count,ratio,base_n
cx_signal,재구매/추천,216,0.4490644490644491,481
cx_signal,구매 계기,190,0.39501039501039503,481
cx_signal,편의점/채널 언급,117,0.24324324324324326,481
cx_signal,불만/개선점,96,0.1995841995841996,481
cx_signal,캠페인/광고 언급,76,0.158004158004158,481
