axis,label,count,ratio,base_n
context,일상 음료,120,0.8053691275167785,149
context,제로/저당/다이어트,111,0.7449664429530202,149
context,감기/몸살/컨디션 회복,104,0.697986577181208,149
context,더위/갈증/수분보충,104,0.697986577181208,149
context,운동/러닝/헬스,101,0.6778523489932886,149
context,어린이/가족,67,0.44966442953020136,149
context,숙취/해장,54,0.3624161073825503,149
