axis,label,count,ratio,base_n
context,운동/러닝/헬스,223,0.46361746361746364,481
context,더위/갈증/수분보충,221,0.4594594594594595,481
context,감기/몸살/컨디션 회복,217,0.45114345114345117,481
context,제로/저당/다이어트,208,0.43243243243243246,481
context,일상 음료,203,0.42203742203742206,481
context,숙취/해장,107,0.22245322245322247,481
context,어린이/가족,104,0.21621621621621623,481
