axis,label,count,ratio,base_n
cx_signal,재구매/추천,167,0.40047961630695444,417
cx_signal,구매 계기,134,0.3213429256594724,417
cx_signal,편의점/채널 언급,77,0.18465227817745802,417
cx_signal,불만/개선점,42,0.10071942446043165,417
cx_signal,캠페인/광고 언급,28,0.0671462829736211,417
