axis,label,count,ratio,base_n
product_signal,기능감/효과,281,0.5841995841995842,481
product_signal,당/칼로리,266,0.553014553014553,481
product_signal,용량/패키지,265,0.5509355509355509,481
product_signal,맛,243,0.5051975051975052,481
product_signal,대체재 비교,160,0.33264033264033266,481
product_signal,가격,130,0.2702702702702703,481
product_signal,브랜드 신뢰,97,0.20166320166320167,481
