metric,gate_30_success,gate_30_users,gate_30_rate,gate_30_ci_low,gate_30_ci_high,gate_40_success,gate_40_users,gate_40_rate,gate_40_ci_low,gate_40_ci_high,diff_gate40_minus_gate30,z_stat,p_value
retention_1,20034,44700,0.4481879194630872,0.44357771693415227,0.4527981219920222,20119,45489,0.44228274967574577,0.4377186834721228,0.44684681587936875,-0.005905169787341458,1.7840862247974725,0.07440965529691913
retention_7,8502,44700,0.19020134228187918,0.18656311652199903,0.19383956804175934,8279,45489,0.18200004396667327,0.17845430073314686,0.18554578720019968,-0.008201298315205913,3.164358912748191,0.001554249975614329
