group_type,group_value,app_count,avg_store_score,avg_review_score_collected,avg_ad_complaint_rate,avg_review_risk_score
contains_ads,False,21,4.3751792952380955,3.9665021755065535,0.05069649834231109,8.147088116421545
contains_ads,True,78,4.517501646153846,4.074996834441279,0.10377018043684708,8.457193732193732
in_app_purchase,False,5,4.50623058,4.374,0.044,5.57
in_app_purchase,True,94,4.48630575212766,4.034854242255929,0.09509255892832556,8.541488952723014
