version,users,avg_gamerounds,median_gamerounds,std_gamerounds,d1_retention,d7_retention,d1_retention_pct,d7_retention_pct
gate_30,44700,52.45626398210291,17.0,256.7164231160407,0.4481879194630872,0.19020134228187918,44.81879194630872,19.020134228187917
gate_40,45489,51.29877552814966,16.0,103.29441621652808,0.44228274967574577,0.18200004396667327,44.22827496757458,18.200004396667328
