metric,observed_diff_gate40_minus_gate30,bootstrap_ci_low,bootstrap_ci_high,bootstrap_mean_diff
retention_1,-0.005905169787341458,-0.012267815613214854,0.0005443940573582394,-0.00587903042803622
retention_7,-0.008201298315205913,-0.013430416026531077,-0.0032863907580872437,-0.008301192863353202
