total_apps,total_reviews,review_apps,avg_review_score,ad_complaint_review_count,ad_complaint_review_rate,ad_complaint_avg_score,non_ad_complaint_avg_score,risk_signal_review_rate
100,9761,99,4.064747464399139,896,0.0917938735785268,2.5792410714285716,4.2148900169204735,0.1881979305399037
