platform,unique_product_count,median_price,mean_price,median_review_count,mean_review_count,median_rating,mean_rating,price_review_spearman,price_rating_spearman,review_rating_spearman
네이버쇼핑,119,62900.0,74332.78151260504,12707.0,24508.453781512605,4.9,4.87563025210084,0.0526013544970913,-0.0342454687890322,-0.0106557152624388
쿠팡,148,15380.0,26362.891891891893,7828.0,25529.83108108108,5.0,4.9324324324324325,-0.0851150293941273,0.0801742085752411,0.0665304814843094
