app_id,title,developer,genre,genre_id,score,ratings_count,reviews_count,installs,min_installs,real_installs,free,price,currency,contains_ads,in_app_purchase,released,content_rating,url,updated
com.gameloft.android.ANMP.GloftICHM,Sonic Runners Adventure game,Gameloft SE,Adventure,GAME_ADVENTURE,4.3878627,12721.0,2002.0,"100,000+",100000,313680,False,2.99,USD,False,False,"Dec 20, 2017",Everyone,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftICHM&hl=en&gl=us,2025-07-11 08:57:21
com.devsisters.cos,CookieRun: OvenSmash,Devsisters Corporation,Action,GAME_ACTION,4.0607142,14229.0,1783.0,"1,000,000+",1000000,2596280,True,0.0,USD,False,True,"Mar 25, 2026",Everyone,https://play.google.com/store/apps/details?id=com.devsisters.cos&hl=en&gl=us,2026-06-01 15:48:46
com.halfbrick.aeroracer,Jetpack Joyride Racing,Halfbrick Studios,Racing,GAME_RACING,3.0357144,411.0,19.0,"100,000+",100000,107999,True,0.0,USD,False,True,"Apr 8, 2026",Everyone,https://play.google.com/store/apps/details?id=com.halfbrick.aeroracer&hl=en&gl=us,2026-05-24 23:17:58
com.solou.catendless.run,Cat Runner: Decorate Home,Ivy,Role Playing,GAME_ROLE_PLAYING,4.370565,744288.0,2570.0,"100,000,000+",100000000,421998455,True,0.0,USD,True,True,"Nov 3, 2017",Everyone,https://play.google.com/store/apps/details?id=com.solou.catendless.run&hl=en&gl=us,2026-05-21 07:29:45
com.sega.sonicboomandroid,Sonic Boom Dash,SEGA,Arcade,GAME_ARCADE,4.4382024,763010.0,25661.0,"100,000,000+",100000000,174827244,True,0.0,USD,True,True,"Oct 15, 2015",Everyone,https://play.google.com/store/apps/details?id=com.sega.sonicboomandroid&hl=en&gl=us,2026-05-11 10:38:16
com.rioo.runnersubway,Subway Princess Runner,Ivy,Arcade,GAME_ARCADE,4.3547277,2017313.0,6004.0,"500,000,000+",500000000,781244373,True,0.0,USD,True,True,"Jun 2, 2017",Teen,https://play.google.com/store/apps/details?id=com.rioo.runnersubway&hl=en&gl=us,2026-05-29 10:08:09
com.sega.sprint,Sonic Forces: PvP Race,SEGA,Adventure,GAME_ADVENTURE,4.46467,1076639.0,65282.0,"100,000,000+",100000000,178674397,True,0.0,USD,True,True,"Nov 15, 2017",Everyone,https://play.google.com/store/apps/details?id=com.sega.sprint&hl=en&gl=us,2026-06-03 13:12:51
com.robtopx.geometryjump,Geometry Dash,RobTop Games,Arcade,GAME_ARCADE,4.74415,1070871.0,152580.0,"10,000,000+",10000000,11174716,False,3.99,USD,False,False,"Aug 12, 2013",Everyone 10+,https://play.google.com/store/apps/details?id=com.robtopx.geometryjump&hl=en&gl=us,2026-01-28 04:14:37
com.pocketchamps.game,Pocket Champs: 3D Racing Games,Madbox,Arcade,GAME_ARCADE,4.498816,1180373.0,16698.0,"50,000,000+",50000000,54779173,True,0.0,USD,True,True,"Feb 4, 2021",Everyone,https://play.google.com/store/apps/details?id=com.pocketchamps.game&hl=en&gl=us,2026-06-01 16:31:57
com.nekki.vector,Vector,NEKKI,Arcade,GAME_ARCADE,4.707896,3681639.0,109224.0,"100,000,000+",100000000,269095088,True,0.0,USD,True,True,"Feb 7, 2013",Everyone 10+,https://play.google.com/store/apps/details?id=com.nekki.vector&hl=en&gl=us,2026-04-03 16:46:20
com.creations.runnergame,Kooply Run™: Play and Create!,KOOPLY,Arcade,GAME_ARCADE,4.328889,203985.0,234.0,"50,000,000+",50000000,75512267,True,0.0,USD,True,True,"Mar 14, 2024",Everyone,https://play.google.com/store/apps/details?id=com.creations.runnergame&hl=en&gl=us,2026-06-03 11:24:02
com.vectorunit.cobalt.googleplay,Beach Buggy Racing 2,Vector Unit,Racing,GAME_RACING,4.4764485,899637.0,10954.0,"100,000,000+",100000000,106932101,True,0.0,USD,True,True,"Dec 18, 2018",Everyone,https://play.google.com/store/apps/details?id=com.vectorunit.cobalt.googleplay&hl=en&gl=us,2026-05-27 00:52:58
com.playgendary.tom,Tomb of the Mask: Old Maze,Playgendary Limited,Action,GAME_ACTION,4.3063407,2481693.0,82870.0,"100,000,000+",100000000,466021316,True,0.0,USD,True,True,"Jun 19, 2018",Everyone,https://play.google.com/store/apps/details?id=com.playgendary.tom&hl=en&gl=us,2026-04-10 08:51:29
com.streetrush.runninggame,Street Rush - Running Game,IVYGAMES,Action,GAME_ACTION,4.19,16184.0,108.0,"10,000,000+",10000000,15349862,True,0.0,USD,True,True,"Apr 15, 2022",Everyone,https://play.google.com/store/apps/details?id=com.streetrush.runninggame&hl=en&gl=us,2025-10-31 08:47:22
com.crazylabs.lady.bug,Miraculous Ladybug & Cat Noir,CrazyLabs LTD,Action,GAME_ACTION,4.4788074,1069237.0,19933.0,"100,000,000+",100000000,192832328,True,0.0,USD,True,True,"Apr 24, 2018",Everyone 10+,https://play.google.com/store/apps/details?id=com.crazylabs.lady.bug&hl=en&gl=us,2026-01-27 09:04:16
com.robtopx.geometrydashsubzero,Geometry Dash SubZero,RobTop Games,Arcade,GAME_ARCADE,4.522756,961103.0,38502.0,"100,000,000+",100000000,184711222,True,0.0,USD,True,False,"Dec 21, 2017",Everyone,https://play.google.com/store/apps/details?id=com.robtopx.geometrydashsubzero&hl=en&gl=us,2026-01-30 10:39:33
com.vectorunit.purple.googleplay,Beach Buggy Racing,Vector Unit,Racing,GAME_RACING,4.5103636,2999377.0,35144.0,"100,000,000+",100000000,354158452,True,0.0,USD,True,True,"Sep 16, 2014",Everyone,https://play.google.com/store/apps/details?id=com.vectorunit.purple.googleplay&hl=en&gl=us,2026-05-18 21:02:28
com.OctocubeGamesCompany.CIFI,Cell: Idle Factory Incremental,Octocube Games,Strategy,GAME_STRATEGY,,,,"500,000+",500000,531672,True,0.0,USD,True,True,,Everyone,https://play.google.com/store/apps/details?id=com.OctocubeGamesCompany.CIFI&hl=en&gl=us,
com.fluffyfairygames.idleminertycoon,Idle Miner Tycoon: Gold Games,Kolibri Games,Simulation,GAME_SIMULATION,4.54439,5784356.0,286944.0,"100,000,000+",100000000,172719712,True,0.0,USD,True,True,"Jun 30, 2016",Everyone,https://play.google.com/store/apps/details?id=com.fluffyfairygames.idleminertycoon&hl=en&gl=us,2026-06-04 14:41:31
com.codigames.hotel.empire.tycoon.idle.game,Hotel Empire Tycoon－Idle Game,Codigames,Simulation,GAME_SIMULATION,4.3902993,509464.0,20027.0,"10,000,000+",10000000,25842761,True,0.0,USD,True,True,"Dec 11, 2019",Everyone 10+,https://play.google.com/store/apps/details?id=com.codigames.hotel.empire.tycoon.idle.game&hl=en&gl=us,2026-05-05 08:10:03
