platform,product_key,representative_product_name,category,brand_or_seller,appear_count,ranking_type_count,ranking_types_present,ranking_labels_present,is_in_multiple_ranking_types,best_rank,avg_rank,price_representative,price_median_across_appearances,review_count_representative,review_count_max,rating_representative,rating_median_across_appearances,rank_coupang_rank,rank_coupang_sales,rank_naver_buy_daily,rank_naver_buy_weekly,source_files
coupang,정원삼 6년근 고려홍삼정 선물세트 쇼핑백 300g,"정원삼 6년근 고려홍삼정 365 스틱 선물세트 + 쇼핑백, 300g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,63,63.0,27800,27800,76054,76054,5.0,5.0,63,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,센트룸 우먼 더블업,"센트룸 우먼 더블업, 60정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,8,36.0,26800,26800.0,1617,1617,5.0,5.0,64,8,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,태양생활건강 뽀롱뽀롱 뽀로로 비타민c,"태양생활건강 뽀롱뽀롱 뽀로로 비타민C, 50정, 3개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,65,72.0,6090,6090.0,200,200,5.0,5.0,65,79,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,쏘팔코사놀 1000 쏘팔메토 옥타코사놀,"쏘팔코사놀 1000 쏘팔메토 옥타코사놀, 120정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,66,77.0,78000,78000.0,20530,20530,4.5,4.5,66,88,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,오늘부터 슬림카페pro 96g,"오늘부터 슬림카페PRO, 96g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,67,67.0,14800,14800,16171,16171,4.5,4.5,67,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,함소아 비타민d 1000iu 60p,"함소아 비타민D 1000IU 60p, 60정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,36,52.0,10950,10950.0,25250,25250,5.0,5.0,68,36,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,베베모린 뽀롱뽀롱 뽀로로 비타민c,"베베모린 뽀롱뽀롱 뽀로로 비타민C, 50정, 4개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,69,69.0,7820,7820,14219,14219,5.0,5.0,69,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,동화약품 에스트로타임 갱년기 여성 케어 회화나무열매 대두이소플라본 비타민d 영양제,"동화약품 에스트로타임 갱년기 여성 케어 회화나무열매 대두이소플라본 비타민D 영양제, 30정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,54,62.0,13760,13760.0,2032,2032,5.0,5.0,70,54,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,보령 브레인 두뇌의 인지력엔 포스파티딜세린 ps 300 30g,"보령 브레인 두뇌의 인지력엔 포스파티딜세린 PS 300 30g, 60정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,71,83.5,17720,26580.0,7204,7204,5.0,5.0,71,96,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,익스트림 밀크씨슬 플러스,"익스트림 밀크씨슬 플러스, 60정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,69,70.5,9900,9900.0,6342,6342,5.0,5.0,72,69,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,데일리코어 감마리놀렌산 보라지유,"데일리코어 감마리놀렌산 보라지유, 60정, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,73,73.0,11000,11000,605,605,5.0,5.0,73,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,대웅생명과학 생유산균 프로바이오틱스 30p 60g,"대웅생명과학 생유산균 프로바이오틱스 30p, 60g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,74,74.0,5260,5260,433,433,4.5,4.5,74,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,뉴트리디데이 rtg 알티지 오메가3 골드,"뉴트리디데이 rTG 알티지 오메가3 골드, 30정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,75,83.0,7900,21400.0,3213,31591,5.0,5.0,75,91,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,엘레나 유렉스 프로바이오틱스 유산균,"엘레나 유렉스 프로바이오틱스 유산균, 90정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,23,49.5,63910,54095.0,22663,22663,5.0,5.0,76,23,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,신풍제약 헬리코박터균 증식억제 위건강 스페인감초추출물 영양제,"신풍제약 헬리코박터균 증식억제 위건강 스페인감초추출물 영양제, 30정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,65,71.0,9890,9890.0,6479,6479,4.5,4.5,77,65,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,황금구렁이 오리지널 차전자피 식이섬유 153g,"황금구렁이 오리지널 차전자피 식이섬유, 153g, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,61,69.5,21900,21900.0,1944,1944,4.5,4.5,78,61,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,안국건강 아이메가 알티지 오메가3 미니,"안국건강 아이메가 알티지 오메가3 미니, 60정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,79,81.0,12900,12900.0,1693,1693,5.0,5.0,79,83,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,서울우유 면역탄탄 칼슘 아연 비타민d 젤리스틱 14p 280g,"서울우유 면역탄탄 칼슘 & 아연 & 비타민D 젤리스틱 14p, 1개, 280g",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,80,80.0,15200,15200,534,534,5.0,5.0,80,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,올바른건강식품 와이 케어 프로바이오틱스 vl8,"올바른건강식품 와이 케어 프로바이오틱스 VL8, 90회분, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,81,81.0,13900,13900,3318,3318,5.0,5.0,81,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,세노비스 키즈 프로폴리스 스프레이 25ml,"세노비스 키즈 프로폴리스 스프레이, 25ml, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,74,78.0,10770,10770.0,11385,11385,5.0,5.0,82,74,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,덴프스 트루바이타민 i 50 7g,"덴프스 트루바이타민 I, 50.7g, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,63,73.0,18850,18850.0,6903,6903,5.0,5.0,83,63,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,pronutrition 듀얼플랜 다이어트 유산균 14p 35g,"PRONUTRITION 정품 듀얼플랜 다이어트 유산균 14p, 35g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,84,84.0,39830,39830,1797,1797,4.5,4.5,84,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,종근당 마그네슘 플러스,"종근당 마그네슘 플러스, 90정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,59,72.0,12670,12670.0,4379,4379,4.5,4.5,85,59,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,종근당 비타민d 1000i u,"종근당 비타민D 1000I.U, 90정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,86,90.0,8350,8350.0,5882,5882,5.0,5.0,86,94,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,뉴트리가든 핏 마그네슘 400,"뉴트리가든 핏 마그네슘 400, 1개, 30정",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,87,87.0,5000,5000,163,163,5.0,5.0,87,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,메디트리 츄어블 비타민d 4000iu 아연 90g,"메디트리 츄어블 비타민D 4000IU 아연 90g, 90정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,82,85.0,9700,9700.0,2248,2248,5.0,5.0,88,82,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,한미양행 신경엔 마그네슘,"한미양행 신경엔 마그네슘, 90정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,89,93.5,11900,11900.0,2079,2079,4.5,4.5,89,98,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,네추럴라이즈 멀티비타민 꾸미,"네추럴라이즈 멀티비타민 꾸미, 60정, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,42,66.0,12900,12900.0,14724,14724,5.0,5.0,90,42,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,비에날씬 bnr17 다이어트 유산균 슬림플러스 28g,"비에날씬 BNR17 다이어트 유산균 슬림플러스, 28g, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,19,55.0,25900,25900.0,3398,3398,4.5,4.5,91,19,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,일양약품 프라임 프로바이오틱스 유산균19 60g,"일양약품 프라임 프로바이오틱스 유산균19, 60g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,92,92.0,5760,5760,1370,1370,5.0,5.0,92,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,뉴트리션메이트 비타민c 120g,"뉴트리션메이트 비타민C 120g, 1개, 100정",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,93,93.0,7650,7650,819,819,5.0,5.0,93,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,덴프스 혈당케어 슬림 영양제,"덴프스 혈당케어 슬림 영양제, 90정, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,94,94.0,10800,10800,313,313,5.0,5.0,94,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,순수식품 쏘팔메토 로르산 115 옥타코사놀,"순수식품 쏘팔메토 로르산 115 옥타코사놀, 60정, 3개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,95,95.0,25090,25090,5010,5010,4.5,4.5,95,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,함소아 리포퍼 철분가득 45g,"함소아 리포퍼 철분가득 30포 1개월분, 45g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,96,96.0,9900,9900,1758,1758,5.0,5.0,96,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,잠백이 저스트 크레아틴 300g,"잠백이 저스트 크레아틴, 300g, 1개",헬스/건강식품,,2,2,"coupang_rank, coupang_sales","쿠팡랭킹순, 판매량순",1,12,54.5,13900,13900.0,1730,1730,5.0,5.0,97,12,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx | 2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,쏘팔코사놀 1000mg 쏘팔메토,"쏘팔코사놀 1000mg 쏘팔메토, 130정, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,98,98.0,84660,84660,20530,20530,4.5,4.5,98,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,종근당 프로바이오틱스 유산균19 2g,"종근당 프로바이오틱스 유산균19, 60회분, 2g, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,99,99.0,12670,12670,8483,8483,4.5,4.5,99,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,코오롱제약 기억력 혈행엔 은행잎 플러스,"코오롱제약 기억력 혈행엔 은행잎 플러스, 30정, 1개",헬스/건강식품,,1,1,coupang_rank,쿠팡랭킹순,0,100,100.0,5900,5900,2880,2880,4.5,4.5,100,,,,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx
coupang,센트룸 실버 우먼 멀티비타민 76 7g,"센트룸 실버 우먼 멀티비타민 76.7g, 50정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,9,9.0,22950,22950,20587,20587,5.0,5.0,,9,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,종근당 20100 루테인 지아잔틴 아스타잔틴 플러스 영양제,"종근당 20100 루테인 지아잔틴 아스타잔틴 플러스 영양제, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,15,15.0,24090,24090,2242,2242,4.5,4.5,,15,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,익스트림 올인원 포 맨 멀티비타민,"익스트림 올인원 포 맨 멀티비타민, 30회분, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,17,17.0,40000,40000,5342,5342,5.0,5.0,,17,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,뉴트리디데이 프리미엄 오메가3 골드 1100,"뉴트리디데이 프리미엄 오메가3 골드 1100, 90정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,20,20.0,20900,20900,64890,64890,5.0,5.0,,20,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,뉴트리디데이 프리미엄 마그네슘 400,"뉴트리디데이 프리미엄 마그네슘 400, 90정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,22,22.0,10900,10900,9531,9531,5.0,5.0,,22,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,닥터린 초임계 알티지 오메가3 알파 30 21g,"닥터린 초임계 알티지 오메가3 알파 30.21g, 30정, 3개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,24,24.0,26900,26900,39313,39313,5.0,5.0,,24,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,신타6 프로틴 파우더 초코맛 2 27kg,"신타6 정품 프로틴 파우더 초코맛, 2.27kg, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,26,26.0,99900,99900,4818,4818,5.0,5.0,,26,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,아이원 루테인지아잔틴 미니,"아이원 루테인지아잔틴 미니, 180정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,28,28.0,30960,30960,45195,45195,5.0,5.0,,28,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,락토핏 코어 유산균 60p 2g,"락토핏 정품 코어 유산균 60p, 2g, 180개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,29,29.0,33790,33790,80335,80335,5.0,5.0,,29,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,잠백이 저스트 크레아틴 모노 하이드레이트 헬스보조제 1 2kg,"잠백이 저스트 크레아틴 모노 하이드레이트 헬스보조제, 1.2kg, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,33,33.0,29900,29900,1730,1730,5.0,5.0,,33,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,나우그린 프리미엄 비피더스 100,"나우그린 정품 프리미엄 비피더스 100, 30정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,34,34.0,19900,19900,4401,4401,5.0,5.0,,34,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,락피도 철분 액상 240ml,"락피도 정품 철분 액상 30포, 240ml, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,37,37.0,15340,15340,8200,8200,5.0,5.0,,37,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,락토핏 생유산균 베베 120g,"락토핏 생유산균 베베 60포, 120g, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,38,38.0,15600,15600,36636,36636,5.0,5.0,,38,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,에버콜라겐 타임 비오틴 150g,"에버콜라겐 타임 비오틴, 150g, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,41,41.0,39900,39900,56659,56659,5.0,5.0,,41,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,유한건강생활 이너플로라 urex 프로바이오틱스 유산균,"유한건강생활 이너플로라 UREX 프로바이오틱스 유산균, 30정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,43,43.0,22700,22700,7227,7227,5.0,5.0,,43,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,센트룸 멀티비타민 실버 포우먼,"센트룸 멀티비타민 실버 포우먼, 112정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,45,45.0,36530,36530,20587,20587,5.0,5.0,,45,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,솔가 엽산 400,"솔가 엽산 400, 100정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,46,46.0,12600,12600,25307,25307,5.0,5.0,,46,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,락티브 하트톡 철분,"락티브 하트톡 철분, 30정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,47,47.0,18000,18000,149,149,5.0,5.0,,47,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,메가도스 비타민c 3000mg 180g,"메가도스 비타민C 3000mg, 180g, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,48,48.0,17600,17600,61016,61016,5.0,5.0,,48,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,고함량 마그네슘 영양제 400mg 프리미엄 산화마그네슘 식약처 인증 식약청 인정 건강헤아림,"(고함량 마그네슘 영양제) 400mg 프리미엄 산화마그네슘 식약처 인증 식약청 인정 건강헤아림, 90정, 2개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,50,50.0,29900,29900,6403,6403,4.5,4.5,,50,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,종근당 아연 플러스,"종근당 아연 플러스, 90정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,51,51.0,11870,11870,2984,2984,4.5,4.5,,51,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,뉴프라이스 정직한 알티지 오메가3,"뉴프라이스 정직한 알티지 오메가3, 1개, 60정",헬스/건강식품,,1,1,coupang_sales,판매량순,0,52,52.0,6900,6900,322,322,5.0,5.0,,52,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,익스트림 초임계 알티지 오메가3 1200,"익스트림 초임계 알티지 오메가3 1200, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,55,55.0,25500,25500,3026,3026,5.0,5.0,,55,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,닥터에디션 바이오d 드롭스 8ml,"닥터에디션 바이오D 드롭스, 8ml, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,56,56.0,42500,42500,2021,2021,5.0,5.0,,56,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,일양약품 눈건강 루테인 골드,"일양약품 눈건강 루테인 골드, 30정, 4개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,57,57.0,24100,24100,27826,27826,4.5,4.5,,57,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,셀렉스 프로틴 락토프리 플러스 근력단백질 570g,"셀렉스 프로틴 락토프리 플러스 근력단백질, 570g, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,58,58.0,37790,37790,1469,1469,5.0,5.0,,58,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,내츄럴플러스 알티지 오메가3 1200 234g,"내츄럴플러스 알티지 오메가3 1200, 180정, 234g, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,60,60.0,48380,48380,42313,42313,5.0,5.0,,60,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,마미앤대디 비건 식물성 비타민d 2000iu 9g,"마미앤대디 비건 식물성 비타민D 2000IU 9g, 1개, 60정",헬스/건강식품,,1,1,coupang_sales,판매량순,0,64,64.0,19900,19900,1095,1095,5.0,5.0,,64,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,아르테폴리스 씹어먹는 그린프로폴리스 레몬맛 아르테필린c,"아르테폴리스 씹어먹는 그린프로폴리스 레몬맛 아르테필린C, 1개, 60정",헬스/건강식품,,1,1,coupang_sales,판매량순,0,66,66.0,35680,35680,1647,1647,4.5,4.5,,66,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,네추럴라이즈 감마리놀렌산 달맞이꽃 종자유,"네추럴라이즈 감마리놀렌산 달맞이꽃 종자유, 300정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,67,67.0,36900,36900,17647,17647,4.5,4.5,,67,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,마스터바이옴 지노 마스터,"마스터바이옴 지노 마스터, 28정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,68,68.0,25800,25800,5644,5644,5.0,5.0,,68,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,지큐랩 100억 생유산균 골드,"지큐랩 100억 생유산균 골드, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,70,70.0,23000,23000,15565,15565,5.0,5.0,,70,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,알유21 비타민c,"알유21 비타민C, 6정, 12개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,71,71.0,29820,29820,13500,13500,5.0,5.0,,71,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,차일드라이프 액상 비타민 c 오렌지맛 118ml,"차일드라이프 액상 비타민 C 오렌지맛, 118ml, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,72,72.0,12400,12400,5329,5329,5.0,5.0,,72,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,닥터린 하이퍼셀 코엔자임q10 알파 26 25g,"닥터린 하이퍼셀 코엔자임Q10 알파 26.25g, 30정, 3개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,75,75.0,51960,51960,1773,1773,5.0,5.0,,75,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,뉴트리정 프리미엄 마그네슘,"뉴트리정 프리미엄 마그네슘 대용량, 1개, 300정",헬스/건강식품,,1,1,coupang_sales,판매량순,0,76,76.0,19900,19900,1643,1643,5.0,5.0,,76,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,에스더포뮬러 여에스더 유산균 클래식 pro,"에스더포뮬러 여에스더 유산균 클래식 Pro 30캡슐, 3개, 30회분",헬스/건강식품,,1,1,coupang_sales,판매량순,0,77,77.0,39000,39000,2390,2390,5.0,5.0,,77,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,세노비스 new 트리플러스 오메가3 이뮨 우먼 멀티비타민,"세노비스 New 트리플러스 오메가3 이뮨 우먼 멀티비타민, 80정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,80,80.0,25700,25700,1491,1491,5.0,5.0,,80,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,솔가 활성 엽산 680 위드 비타민 b12,"솔가 활성 엽산 680 위드 비타민 B12, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,81,81.0,31880,31880,1081,1081,5.0,5.0,,81,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
