platform,product_key,representative_product_name,category,brand_or_seller,appear_count,ranking_type_count,ranking_types_present,ranking_labels_present,is_in_multiple_ranking_types,best_rank,avg_rank,price_representative,price_median_across_appearances,review_count_representative,review_count_max,rating_representative,rating_median_across_appearances,rank_coupang_rank,rank_coupang_sales,rank_naver_buy_daily,rank_naver_buy_weekly,source_files
coupang,세노비스 마그네슘,"세노비스 정품 마그네슘, 90정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,84,84.0,15830,15830,346,346,5.0,5.0,,84,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,세노비스 어드밴스드 코엔자임 큐텐 36g,"세노비스 어드밴스드 코엔자임 큐텐 36g, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,85,85.0,25370,25370,654,654,5.0,5.0,,85,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,나우푸드 알티지 오메가3,"나우푸드 알티지 오메가3, 90정, 2개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,87,87.0,46000,46000,3133,3133,5.0,5.0,,87,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,프로메가 알티지 오메가3 듀얼 플러스,"프로메가 알티지 오메가3 듀얼 플러스, 60정, 3개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,89,89.0,35200,35200,54924,54924,5.0,5.0,,89,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,헬스헬퍼 맥스컷 프로 크롬,"헬스헬퍼 맥스컷 프로 크롬, 120정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,90,90.0,38940,38940,129,129,5.0,5.0,,90,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,세노비스 프로폴리스 플러스,"세노비스 프로폴리스 플러스, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,95,95.0,18440,18440,8534,8534,5.0,5.0,,95,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,대원제약 올인원 이뮨 멀티팩 종합비타민 밀크씨슬 루테인 오메가3,"대원제약 올인원 이뮨 멀티팩 종합비타민 밀크씨슬 + 루테인 + 오메가3, 1개, 30회분",헬스/건강식품,,1,1,coupang_sales,판매량순,0,97,97.0,27970,27970,854,854,5.0,5.0,,97,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,이너랩 액티브 비타민b,"이너랩 액티브 비타민B, 60정, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,99,99.0,10700,10700,12714,12714,5.0,5.0,,99,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
coupang,뉴트리코스트 크레아틴 분말 300g,"뉴트리코스트 정품 크레아틴 분말, 300g, 1개",헬스/건강식품,,1,1,coupang_sales,판매량순,0,100,100.0,23900,23900,747,747,5.0,5.0,,100,,,2026-06-01-12-23-19-쿠팡-헬스-건강식품-판매량순.xlsx
naver_shopping,bnr17 비에날씬 다이어트 유산균 모유유래 체지방감소 3개월 캡슐 비에날씬 활력up,BNR17 비에날씬 다이어트 유산균 모유유래 체지방감소 3개월 캡슐 + 비에날씬 활력UP 7포 (1BOX),건강식품,비에날몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,1,1.0,198000,198000.0,89641,89641,4.8,4.8,,,1,1,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,그레인온 골드 카무트 효소,그레인온 골드 카무트 효소,건강식품,그레인온,4,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,2,28.75,44900,58900.0,94485,94485,4.9,4.9,,,55,56,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 비타민c 1000 x,고려은단 비타민C 1000 600정 X 1개 (20개월분),건강식품,고려은단비타민C,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,3,3.5,42900,42900.0,99999,99999,4.9,4.9,,,3,4,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 메가도스c 비타민c 3000mg x 300g,"고려은단 메가도스C 비타민C 3000mg X 100포 (300g), 2개",건강식품,고려은단몰,3,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,3,34.0,49900,49900,99999,99999,4.9,4.9,,,4,95,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,배석철의 아미나 고용량 비타민b3 500mg 미국산 니코틴산아미드,배석철의 아미나 고용량 비타민B3 500mg 미국산 니코틴산아미드,건강식품,배석철의 아미나,4,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,5,28.0,48000,46500.0,9136,9136,4.8,4.8,,,43,57,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,주영엔에스 관절엔 콘드로이친 1200,주영엔에스 관절엔 콘드로이친 1200,건강식품,주영엔에스,3,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,6,17.0,175000,175000,99999,99999,4.9,4.9,,,6,39,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,닥터린 송중기 하이퍼셀 대마종자유 알파 햄프씨드오일 카나비노이드,[네이버 단독 100일분] 닥터린 송중기 하이퍼셀 대마종자유 알파 햄프씨드오일 카나비노이드,건강식품,닥터린 공식스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,7,41.5,56900,56900.0,3856,3856,4.8,4.8,,,7,76,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당건강 락토핏 코어,종근당건강 락토핏 코어 360 기획세트(360일분),건강식품,종근당건강,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,8,9.5,69900,69900.0,46072,46072,4.9,4.9,,,8,11,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,로킷아메리카 nmn 프테로스틸벤 고순도 엔엠엔,"로킷아메리카 NMN 프테로스틸벤 고순도 엔엠엔, 60캡슐, 3병",건강식품,로킷아메리카,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,9,23.0,189570,189570.0,10373,10373,4.9,4.9,,,9,37,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,정관장 에브리타임 소프트 10ml,[네이버단독] 정관장 에브리타임 소프트 10ml 50포,건강식품,정관장브랜드스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,10,11.0,110000,110000.0,46372,46372,4.9,4.9,,,10,12,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 식물성 퓨어 알티지 오메가3,"고려은단 식물성 퓨어 알티지 오메가3 60캡슐, 3개 (6개월분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,5,8.0,49900,49900.0,99999,99999,4.9,4.9,,,11,5,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 비타민c 1000 영국산 고함량 비타민씨,고려은단 비타민C 1000 영국산 고함량 비타민씨 600정,건강식품,비시스,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,12,13.0,41900,41900.0,9952,9952,4.9,4.9,,,12,14,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 루테인 지아잔틴 아스타잔틴,"고려은단 루테인 지아잔틴 아스타잔틴 60캡슐, 3개 (6개월분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,8,10.5,64900,64900.0,61974,61974,4.9,4.9,,,13,8,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 메가도스d 비타민d3 4000iu 1년분,"[네이버 단독]고려은단 메가도스D 비타민D3 4000IU 180정, 2개 (1년분)",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,14,18.5,31900,31900.0,28669,28669,4.9,4.9,,,14,23,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,애터미 헤모힘 효능 헤모임 해모임 해모힘 성분 20ml x,애터미 헤모힘 효능 헤모임 해모임 해모힘 성분 20ml x 60포,건강식품,2 4 7,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,13,14.0,57460,57460.0,774,774,4.8,4.8,,,15,13,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,주영엔에스 뼈엔 엠비피mbp,주영엔에스 뼈엔 엠비피MBP,건강식품,주영엔에스,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,16,22.0,123000,123000.0,99999,99999,4.9,4.9,,,16,28,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,드시모네 캡슐 플러스 x 총 슈퍼적립,드시모네 캡슐 플러스 (120캡슐) x 2박스 (총 240캡슐) (+슈퍼적립),건강식품,드시모네 스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,17,34.5,196000,196000.0,8563,8563,4.9,4.9,,,17,52,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,덴마크 유산균이야기,덴마크 유산균이야기,건강식품,덴프스,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,9,13.5,157000,157000.0,99999,99999,4.9,4.9,,,18,9,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,gnm 조정석 건강한 간 밀크씨슬 총 간건강 실리마린 비타민b,GNM 조정석 건강한 간 밀크씨슬 5박스(총 5개월분) / 간건강 실리마린 비타민B,건강식품,GNM 자연의품격,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,16,17.5,21900,21900.0,99999,99999,4.8,4.8,,,19,16,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,granny salad 그래니 샐러드,Granny Salad 그래니 샐러드,건강식품,헬스네이처스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,15,17.5,22900,22900.0,2929,2929,4.7,4.7,,,20,15,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,총 gnm 마그네슘05 비타민b 5중 복합기능성 셀레늄,[총 8개월분] GNM 마그네슘05 / 비타민B 5중 복합기능성 셀레늄,건강식품,GNM 자연의품격,1,1,naver_buy_daily,많이구매한BEST_일간,0,21,21.0,27900,27900,35428,35428,4.8,4.8,,,21,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,압타민c 비타민c 1000mg 플러스,압타민C 비타민C 1000mg 플러스,건강식품,반가운 웰니스 스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,22,47.5,50000,50000.0,16823,16823,4.8,4.8,,,22,73,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,몰 신애라 pick 더파인프리미엄 100 솔잎증류농축액 혈당케어,본사직영몰 신애라 PICK 더파인프리미엄 100% 솔잎증류농축액 혈당케어,건강식품,더 파인 프리미엄,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,20,21.5,308000,308000.0,1122,1122,4.7,4.7,,,23,20,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,5개월 뉴트리코어 wcs 포스파티딜세린 ps 순도 85 피에스,[5개월] 뉴트리코어 WCS 포스파티딜세린 PS 순도 85% 피에스,건강식품,뉴트리코어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,24,35.5,236000,236000.0,20205,20205,4.8,4.8,,,24,47,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,장사의신 장신몰 올인원 영양제 칼슘 마그네슘 미네랄 멀티 비타민 23종 1450mg x,[장사의신 장신몰] 올인원 영양제 칼슘 마그네슘 미네랄 멀티 비타민 23종 1450mg x 60정,건강식품,장사의신몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,25,60.5,11900,11900.0,4462,4462,4.9,4.9,,,25,96,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,그레인온 골드카무트효소g,그레인온 골드카무트효소G,건강식품,그레인온,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,26,44.5,24900,24900.0,29081,29081,4.8,4.8,,,26,63,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,뉴케어 균형영양식 구수한맛 200ml 외 5종,뉴케어 균형영양식 구수한맛 200ml 외 5종 (10팩+10팩),건강식품,대상웰라이프 본사쇼핑몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,27,28.0,39000,39000.0,3153,3153,4.9,4.9,,,27,29,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,비에날씬 bnr17 비엔날씬 유산균 bmr17 김희선 다이어트 유산균,비에날씬 BNR17 비엔날씬 유산균 BMR17 김희선 다이어트 유산균,건강식품,뉴트라이트,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,28,43.5,45800,45800.0,2434,2434,4.8,4.8,,,28,59,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 프로바이오틱스 유산균 스페셜핏 100억 유산균,"고려은단 프로바이오틱스 유산균 스페셜핏 100억 유산균 30캡슐, 3개",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,17,23.0,45900,45900.0,47316,47316,4.9,4.9,,,29,17,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,피에이치365 아기유산균 프로바이오틱스 베이비 돌 유아 아이,피에이치365 아기유산균 프로바이오틱스 베이비 돌 유아 아이,건강식품,피에이치365,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,26,28.0,39000,39000.0,99999,99999,4.9,4.9,,,30,26,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,메디트리 유산균 100억 장까지 살아가는 캡슐 알약 모유유래유산균,[6개월분] 메디트리 유산균 100억 장까지 살아가는 캡슐 알약 모유유래유산균,건강식품,메디트리 공식 스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,22,26.5,55900,55900.0,9598,9598,4.9,4.9,,,31,22,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,서울대 위바이옴 두뇌엔 닥터ps 70 포스파티딜세린 분말 세린에이드,서울대 위바이옴 두뇌엔 닥터PS 70 포스파티딜세린 분말 세린에이드,건강식품,위바이옴,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,32,42.5,118000,118000.0,19015,19015,4.8,4.8,,,32,53,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,정식 스토어 김용건이 선택한 청정 울릉도 마가보감 프리미엄 1개월 마가목 열매 엉겅퀴 마가목즙 n배송,[본사 정식 스토어] 김용건이 선택한 청정 울릉도 마가보감 프리미엄 1개월 마가목 열매 엉겅퀴 마가목즙[N배송],건강식품,워너비인,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,30,31.5,349000,349000.0,795,795,4.8,4.8,,,33,30,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,조선비책 침향환 초고함량 발효 침향 효능 침향단 체내흡수2 5배 침향원 1박스60환,조선비책 침향환 초고함량 발효 침향 효능 침향단 체내흡수2.5배 침향원 1박스60환,건강식품,조선비책,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,21,27.5,99000,99000.0,70956,70956,4.9,4.9,,,34,21,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,닥터린 송중기 철갑상어 콘드로이친 1200 맥스 저분자 뮤코다당단백,[6개입] 닥터린 송중기 철갑상어 콘드로이친 1200 맥스 저분자 뮤코다당단백,건강식품,닥터린 공식스토어,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,35,35.5,99000,99000.0,27727,27727,4.8,4.8,,,35,36,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당건강 프로메가 알티지 오메가3 듀얼 비타민d 4000iu,종근당건강 프로메가 알티지 오메가3 듀얼 비타민D 4000IU,건강식품,종근당건강,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,19,27.5,67000,67000.0,6370,6370,4.9,4.9,,,36,19,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,마켓오래 유케어 200ml x 완전균형영양식,마켓오래 유케어 200ml x 24팩 (완전균형영양식),건강식품,마켓오래,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,37,40.0,49000,49000.0,615,615,4.8,4.8,,,37,43,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 식물성 퓨어 알티지 오메가3 기억력,"고려은단 식물성 퓨어 알티지 오메가3 기억력+ 60캡슐, 3개",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,38,38.0,44900,44900.0,71385,71385,4.9,4.9,,,38,38,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,호관원 프리미엄 골드 이만기 홈쇼핑,호관원 프리미엄 골드 이만기 홈쇼핑 60포 1박스,건강식품,뚜두리빙,1,1,naver_buy_daily,많이구매한BEST_일간,0,39,39.0,265000,265000,701,701,4.8,4.8,,,39,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,락티브 활성형 엽산 800 non gmo 임산부 수유부 오은영 성분배합,[8개월분] 락티브 활성형 엽산 800 non-GMO 임산부 수유부 오은영 성분배합,건강식품,락티브,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,40,50.0,72000,72000.0,12476,12476,4.9,4.9,,,40,60,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 메가도스c 비타민c 2000mg x 200g,"고려은단 메가도스C 비타민C 2000mg X 100포 (200g), 2개",건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,34,37.5,35900,35900.0,31970,31970,4.9,4.9,,,41,34,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,고려은단 메가도스 이뮨샷 종합멀티비타민 아미노산 아르기닌,[네이버 단독]고려은단 메가도스 이뮨샷 30병 종합멀티비타민+아미노산+아르기닌,건강식품,고려은단몰,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,42,54.0,54900,54900.0,30859,30859,4.9,4.9,,,42,66,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당건강 프로메가 오메가3 트리플,종근당건강 프로메가 오메가3 트리플,건강식품,종근당건강,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,44,62.5,58900,58900.0,30644,30644,4.9,4.9,,,44,81,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,센트룸 이뮨부스트 데일리 프로텍션c,센트룸 이뮨부스트 데일리 프로텍션C,건강식품,센트룸 공식스토어,1,1,naver_buy_daily,많이구매한BEST_일간,0,45,45.0,81000,81000,172,172,4.9,4.9,,,45,,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx
naver_shopping,최신제조 독일pm쥬스 파워칵테일 리스토레이트 액티바이즈 피트라인 3종세트,(최신제조) 독일PM쥬스 파워칵테일 리스토레이트 액티바이즈 피트라인 3종세트,건강식품,순수를더하다,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,46,60.5,123400,123400.0,3995,3995,4.9,4.9,,,46,75,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,사계명원 청명진액 best 칼슘마그네슘비타민d 녹용 특허성분 킬슘진액,사계명원 청명진액 BEST 4박스 60스틱 칼슘마그네슘비타민D 녹용 특허성분 킬슘진액,건강식품,사계명원,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,47,67.5,106000,106000.0,523,523,4.7,4.7,,,47,88,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,종근당 비타민d 2000iu 임산부 성인 비타민d3,종근당 비타민d 2000iu 임산부 성인 비타민d3 3개월분,건강식품,비타헬스,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,33,40.5,11900,11900.0,15234,15234,4.9,4.9,,,48,33,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
naver_shopping,덴프스 덴마크 유산균 이야기 170mg,덴프스 덴마크 유산균 이야기 170mg 6박스 (12개월분),건강식품,BNKnet,2,2,"naver_buy_daily, naver_buy_weekly","많이구매한BEST_일간, 많이구매한BEST_주간",1,27,38.0,122500,122500.0,9474,9474,4.9,4.9,,,49,27,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx | 네이버쇼핑-건강식품-많이구매한BEST-주간-2026-06-01-12-03-53.xlsx
