platform,category,ranking_type,ranking_label,rank,product_name,product_key,brand_or_seller,price,original_price,discount_rate,discount_amount,delivery_type,review_count,rating,log_review_count,price_group,review_group,price_group_by_platform,review_group_by_platform,is_top20,has_original_price,duplicate_in_ranking_type,duplicate_in_platform,duplicate_overall,product_url,image_url,collected_date,source_file,product_key_raw_check,price_raw,original_price_raw,discount_rate_raw,review_count_raw,rating_raw
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,1,"종근당 정품 칼슘 앤 마그네슘 비타민D 아연, 180정, 1개",종근당 칼슘 앤 마그네슘 비타민d 아연,,13730,,0,,로켓배송,181066,5.0,12.106622407499382,low_price,high_review,mid_price,high_review,True,False,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,종근당 칼슘 앤 마그네슘 비타민d 아연,"13,730원",없음,0%,181066,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,2,"아임비타 종근당건강 멀티비타민 이뮨샷 7 164.36g, 7회분, 1개",아임비타 종근당건강 멀티비타민 이뮨샷 7 164 36g,,13450,20900.0,35,7450.0,로켓배송,8718,5.0,9.073259831427816,low_price,mid_review,mid_price,mid_review,True,True,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,아임비타 종근당건강 멀티비타민 이뮨샷 7 164 36g,"13,450원","20,900원",35%,8718,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,3,"고려은단 비타민C 1000 + 쇼핑백, 180정, 1개",고려은단 비타민c 1000 쇼핑백,,17150,,0,,로켓배송,280748,5.0,12.545216310706545,low_price,high_review,mid_price,high_review,True,False,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,고려은단 비타민c 1000 쇼핑백,"17,150원",없음,0%,280748,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,4,"락토핏 정품 골드 80포, 160g, 1개",락토핏 골드 160g,,18500,28500.0,35,10000.0,로켓배송,255121,5.0,12.449497141101313,low_price,high_review,mid_price,high_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,락토핏 골드 160g,"18,500원","28,500원",35%,255121,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,5,"그린몬스터 맥스 칼슘 마그네슘 비타민D 아연 3개월분, 90정, 1개",그린몬스터 맥스 칼슘 마그네슘 비타민d 아연,,6500,20000.0,67,13500.0,로켓배송,3757,5.0,8.231642179973411,low_price,low_review,low_price,mid_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,그린몬스터 맥스 칼슘 마그네슘 비타민d 아연,"6,500원","20,000원",67%,3757,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,6,"아이클리어 루테인지아잔틴, 30정, 1개",아이클리어 루테인지아잔틴,,8190,16900.0,51,8710.0,로켓배송,176706,5.0,12.082248272690077,low_price,high_review,low_price,high_review,True,True,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,아이클리어 루테인지아잔틴,"8,190원","16,900원",51%,176706,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,7,"헬로바이오 맥스 비타민C 3000 30p, 90g, 1개",헬로바이오 맥스 비타민c 3000 30p 90g,,4500,7900.0,43,3400.0,로켓배송,4269,5.0,8.35936910622267,low_price,low_review,low_price,mid_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,헬로바이오 맥스 비타민c 3000 30p 90g,"4,500원","7,900원",43%,4269,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,8,"종근당건강 헬씨칸 로얄 영양제, 30정, 1개",종근당건강 헬씨칸 로얄 영양제,,7000,16000.0,56,9000.0,로켓배송,33921,5.0,10.431819050431784,low_price,high_review,low_price,high_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,종근당건강 헬씨칸 로얄 영양제,"7,000원","16,000원",56%,33921,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,9,"메가도스 D 비타민D3 4000IU, 90정, 1개",메가도스 d 비타민d3 4000iu,,9900,,0,,로켓배송,11813,5.0,9.37704054786718,low_price,mid_review,low_price,mid_review,True,False,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,메가도스 d 비타민d3 4000iu,"9,900원",없음,0%,11813,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,10,"그린몬스터 다이어트 스페셜 2 가르시니아 900, 112정, 1개",그린몬스터 다이어트 스페셜 2 가르시니아 900,,12700,32000.0,60,19300.0,로켓배송,46685,4.5,10.751199612844985,low_price,high_review,mid_price,high_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,그린몬스터 다이어트 스페셜 2 가르시니아 900,"12,700원","32,000원",60%,46685,4.5
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,11,"뉴트리디데이 프리미엄 칼슘 마그네슘 아연 비타민D, 90정, 1개",뉴트리디데이 프리미엄 칼슘 마그네슘 아연 비타민d,,10900,16500.0,33,5600.0,로켓배송,66991,5.0,11.112328488258925,low_price,high_review,low_price,high_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,뉴트리디데이 프리미엄 칼슘 마그네슘 아연 비타민d,"10,900원","16,500원",33%,66991,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,12,"헬로바이오 맥스 비타민C 3000 90p, 270g, 1개",헬로바이오 맥스 비타민c 3000 90p 270g,,10000,19900.0,49,9900.0,로켓배송,4269,5.0,8.35936910622267,low_price,low_review,low_price,mid_review,True,True,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,헬로바이오 맥스 비타민c 3000 90p 270g,"10,000원","19,900원",49%,4269,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,13,"종근당건강 알티지 오메가3 듀얼, 60정, 1개",종근당건강 알티지 오메가3 듀얼,,9790,12900.0,24,3110.0,로켓배송,122909,5.0,11.719207659209026,low_price,high_review,low_price,high_review,True,True,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,종근당건강 알티지 오메가3 듀얼,"9,790원","12,900원",24%,122909,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,14,"락토핏 키즈 유산균, 60회분, 120g, 2개",락토핏 키즈 유산균 120g,,24500,49800.0,50,25300.0,로켓배송,68766,5.0,11.138479257689228,mid_price,high_review,high_price,high_review,True,True,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,락토핏 키즈 유산균 120g,"24,500원","49,800원",50%,68766,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,15,"헬로바이오 혈압 항산화 케어 프리미엄 코큐텐 코엔자임Q10 30g, 60정, 1개",헬로바이오 혈압 항산화 케어 프리미엄 코큐텐 코엔자임q10 30g,,9400,9900.0,5,500.0,로켓배송,1182,5.0,7.075808863978387,low_price,low_review,low_price,low_review,True,True,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,헬로바이오 혈압 항산화 케어 프리미엄 코큐텐 코엔자임q10 30g,"9,400원","9,900원",5%,1182,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,16,"잔티바 프리미엄 비타민C 1100, 20정, 1개",잔티바 프리미엄 비타민c 1100,,3500,,0,,로켓배송,1742,5.0,7.463363045520021,low_price,low_review,low_price,low_review,True,False,False,False,False,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,잔티바 프리미엄 비타민c 1100,"3,500원",없음,0%,1742,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,17,"락토핏 다이어트 유산균 60p, 120g, 1개",락토핏 다이어트 유산균 60p 120g,,15300,25900.0,40,10600.0,로켓배송,13460,5.0,9.507551894644093,low_price,mid_review,mid_price,mid_review,True,True,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,락토핏 다이어트 유산균 60p 120g,"15,300원","25,900원",40%,13460,5.0
coupang,헬스/건강식품,coupang_rank,쿠팡랭킹순,18,"베베모린 뽀롱뽀롱 뽀로로 복숭아맛 비타민C, 50정, 3개",베베모린 뽀롱뽀롱 뽀로로 복숭아맛 비타민c,,6090,,0,,로켓배송,14219,5.0,9.562404703357231,low_price,mid_review,low_price,mid_review,True,False,False,True,True,,,2026-06-01,2026-06-01-12-19-33-쿠팡-헬스-건강식품-쿠팡랭킹순.xlsx,베베모린 뽀롱뽀롱 뽀로로 복숭아맛 비타민c,"6,090원",없음,0%,14219,5.0
