platform,category,ranking_type,ranking_label,rank,product_name,product_key,brand_or_seller,price,original_price,discount_rate,discount_amount,delivery_type,review_count,rating,log_review_count,price_group,review_group,price_group_by_platform,review_group_by_platform,is_top20,has_original_price,duplicate_in_ranking_type,duplicate_in_platform,duplicate_overall,product_url,image_url,collected_date,source_file,product_key_raw_check,price_raw,original_price_raw,discount_rate_raw,review_count_raw,rating_raw
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,9,"로킷아메리카 NMN 프테로스틸벤 고순도 엔엠엔, 60캡슐, 3병",로킷아메리카 nmn 프테로스틸벤 고순도 엔엠엔,로킷아메리카,189570,,0,,,10373,4.9,9.247057954911346,high_price,mid_review,high_price,mid_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=NMXo%2BnfEVYkucC7L6qtmZ%2F%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUcXipkvkKImrrIhlrh11Tfn%2Ft4h5FMZukVnYxz0ljDO10g06I%2FACpDIdqxICAA5UrCMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BE%2BEw6QffvvKZPxZY%2B0yIRcEg6ILkKMXS02l6Lf%2B%2Br7PCp8N5cFPiKvpvtZFiNlkFvPkQ7kPwQ6aMcH2%2B4SL%2BVlmke7KNrgipjlZUAPIpGynH%2B311MZOchZtCc9CLPfqyyC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8358819/83588194991.15.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,로킷아메리카 nmn 프테로스틸벤 고순도 엔엠엔,189570,,,10373,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,10,[네이버단독] 정관장 에브리타임 소프트 10ml 50포,정관장 에브리타임 소프트 10ml,정관장브랜드스토어,110000,,0,,,46372,4.9,10.744472672295117,high_price,high_review,high_price,high_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=m2QZObjn%2F%2FAfYW0CytQ%2Bnf%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUfcxk%2FConx3lO2q%2F2hyBzS1blKkly2bciKdaDC74jpo2ivGGChppKqpxZcg9ZpsbOiMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BE%2BQhf68tNhYBsDYcXeXy6vSkbrYs7E%2F0ggryfS1cW6Vip8N5cFPiKvpvtZFiNlkFvvQ8I3EWafoY7Js7YW%2B9wIt3p57rvwsRqdmiJMFM1d22Tu3EOooCvjIGHStrlgrz%2BC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8810105/88101053268.91.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,네이버단독 정관장 에브리타임 소프트 10ml,110000,,,46372,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,11,"고려은단 식물성 퓨어 알티지 오메가3 60캡슐, 3개 (6개월분)",고려은단 식물성 퓨어 알티지 오메가3,고려은단몰,49900,,0,,,99999,4.9,11.512925464970229,high_price,high_review,mid_price,high_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=1IqUfXPf1vTEH67GntcLTv%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUf8o7qCc70ydWZZaiaxlUYLebU93%2FoIadXp4da%2FsMpoaqkSP5rXAf4hsiAtn26OsUqMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEgs3C3nLuu05jMJBXC08Q8VQ19%2ByFRa6EWKrlbfD1EG2p8N5cFPiKvpvtZFiNlkFvPEqDLS32adxjJBk7zpciVw19jsNLE8mFoIiTRUZOeTj92iZFMfM6KvmhGu0cDadpC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8721432/87214323301.15.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,고려은단 식물성 퓨어 알티지 오메가3,49900,,,99999,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,12,고려은단 비타민C 1000 영국산 고함량 비타민씨 600정,고려은단 비타민c 1000 영국산 고함량 비타민씨,비시스,41900,,0,,,9952,4.9,9.205629292246064,mid_price,mid_review,low_price,mid_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=wKXOaeVVSmIaogt04%2BwmNf%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUdF3lDtuV0TSWm87vOSpVzNtPjyOtCWCkrYP04nnVFCDVuquS8Zd1n%2FD1%2Bua4GtdAWMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEg0pA0MFIuW0647Mu%2BaXDfinbxgGbXAzmMgaOTDZAvA%2Bp8N5cFPiKvpvtZFiNlkFvc%2FQVkFif7vCRzI0bqGIyWB3lCAnz8Tf%2BjvxAl5WNjWPCegxd7vBHBFjAUmbzLJE7C7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8678527/86785276085.4.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,고려은단 비타민c 1000 영국산 고함량 비타민씨,41900,,,9952,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,13,"고려은단 루테인 지아잔틴 아스타잔틴 60캡슐, 3개 (6개월분)",고려은단 루테인 지아잔틴 아스타잔틴,고려은단몰,64900,,0,,,61974,4.9,11.034486356903392,high_price,high_review,mid_price,high_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=W5VSqVP%2FER9%2B20mC1o5%2BRP%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUcI43xaE8BtaNDrf%2BYQj3hz49htDN0n89I11eoLcAlEUVXKtnk99%2Bp1G%2FtMnIoEenCMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BESOiSMPCj20KVm4Y0Y5OfaJaAQnaP6u77goqmMr7hNfmp8N5cFPiKvpvtZFiNlkFvRGrzbUGu2T76W7S6mpsvTOP7ss98Sxi5ygMdY%2BAX9NaggH9cxfPxT0JD2glJqG%2FPC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8694075/86940759706.7.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,고려은단 루테인 지아잔틴 아스타잔틴,64900,,,61974,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,14,"[네이버 단독]고려은단 메가도스D 비타민D3 4000IU 180정, 2개 (1년분)",고려은단 메가도스d 비타민d3 4000iu 1년분,고려은단몰,31900,,0,,,28669,4.9,10.263606558877415,mid_price,high_review,low_price,mid_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=lMpO8nxU%2BczM7hvtDc5BXv%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUfIXjrLzbZWOjPHCLpm1AAT6pCPzQluyDJmRr3wTagraav6stmb7cIgH1S9yTiNMiiMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEsibuPVSlzckKEFWFQBjMvN5BKikGB%2FU9k5CLQ324BWyp8N5cFPiKvpvtZFiNlkFvPk6ePiuh9EASZLFcVIiLH66VObhgZ6IgiKahtdJkFi24pCRqjOdHuFccMJY49nK%2BC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8912974/89129744624.4.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,네이버 단독 고려은단 메가도스d 비타민d3 4000iu 1년분,31900,,,28669,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,15,애터미 헤모힘 효능 헤모임 해모임 해모힘 성분 20ml x 60포,애터미 헤모힘 효능 헤모임 해모임 해모힘 성분 20ml x,2 4 7,57460,,0,,,774,4.8,6.652863029353347,high_price,low_review,mid_price,low_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=8UVdQjZG5GOlv0k%2Bf%2FVAJP%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUcsuWb8b6kgp1kUnUo2Ql4lyu3AmiCInAF38T6XPaspSXbkPga5E5T9O44vuSdkx3CMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEUcGAn%2FqQ95EXDPB9yBLR2uHAgE0ciuYSmsPekYsa%2BZGp8N5cFPiKvpvtZFiNlkFvmYfOrhn4U4KjRfnaLaTs7Atw32%2FWsthHSagMNw62cUO4%2F8lTZ%2BV0e385tn6ISgdXC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8730702/87307020719.2.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,애터미 헤모힘 효능 헤모임 해모임 해모힘 성분 20ml x,57460,,,774,4.8
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,16,주영엔에스 뼈엔 엠비피MBP,주영엔에스 뼈엔 엠비피mbp,주영엔에스,123000,,0,,,99999,4.9,11.512925464970229,high_price,high_review,high_price,high_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=Hk2uP1cMvYTRUSGKaHBi4v%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUeTDg%2FNtL45WQ2u4%2FitthZhkiSrUMW0VtFc3G1YypW6NiMlZPcLpvwwI04vUEe1O26MHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEw2hTQAe%2BieimTmqb%2BJp1%2F8GiQ9g444WxV6fRXYqUa7Gp8N5cFPiKvpvtZFiNlkFvqQlnmtA2Q6LNIavq7N0kNzsw1u8uMY31J7E6oYUps8QuU8%2FJgogLujLofs22Fb7jC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8426590/84265901101.26.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,주영엔에스 뼈엔 엠비피mbp,123000,,,99999,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,17,드시모네 캡슐 플러스 (120캡슐) x 2박스 (총 240캡슐) (+슈퍼적립),드시모네 캡슐 플러스 x 총 슈퍼적립,드시모네 스토어,196000,,0,,,8563,4.9,9.055322649709574,high_price,mid_review,high_price,mid_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=PVJ1pIEIKPUQAW3aRmbJz%2F%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUcwMjSGqI%2B19Xowf9OhuKkzM8%2FhgwsjJ0zOwbZ%2F%2FqNzKyTOhV46feJDjcozelCZNl6MHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEkQVcYbobzWvsMPp7NcwfegSBcAkhIkEhKASmBR8aJJqp8N5cFPiKvpvtZFiNlkFv4vsruUSWZbB%2BYbfy8ppFSboGUqh96WQ1hONFjj6e6qx8c5frpME5qUlRkFDxkgQAC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8935464/89354643551.2.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,드시모네 캡슐 플러스 x 총 슈퍼적립,196000,,,8563,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,18,덴마크 유산균이야기,덴마크 유산균이야기,덴프스,157000,,0,,,99999,4.9,11.512925464970229,high_price,high_review,high_price,high_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=Kzm5rpjSOsh5%2BfC8YW6QoP%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUcL0eqoWJ8CEhmS8ZdGf6FCUrA6FNnBZzq%2BwjVH74l6EZYCSDfGS7nIOYC61qBZSD6MHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEWRfHDcwJF%2F0FIQuSk3fOfB8VY8xvhitk93pGlHBTpYyp8N5cFPiKvpvtZFiNlkFvh0lRD0JLMwFMyMLCdHzXWIB58BT7gvF9py2uKwHPZEVS9DitqNPGduhwI6yOt65HC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8649545/86495455281.106.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,덴마크 유산균이야기,157000,,,99999,4.9
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,19,GNM 조정석 건강한 간 밀크씨슬 5박스(총 5개월분) / 간건강 실리마린 비타민B,gnm 조정석 건강한 간 밀크씨슬 총 간건강 실리마린 비타민b,GNM 자연의품격,21900,,0,,,99999,4.8,11.512925464970229,mid_price,high_review,low_price,high_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=9rhB7KHPckcDBeG9SmEvtP%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUeCZvPFDEdhdTSoSnZBioOjWNCMZleoQqOMK2f1hWrJyVFFfu44FTEkAI1CMiEgYNOMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEDFph5JWPcyHLgM5Sln3698Ol90m7lE0BPKsLvpn%2B4vT3NzxB%2FH8SyabXl13YkrzFBW39rKb0%2BHO%2B8F53EXZpycxWeMANIBJRkYHxyx6dQx0NIUtbVFOduJxVYDdg5qBEabWnhi7jNfI8%2BCGgffO7W%2BEHXqI5Rs3dlO%2B14TEQ9QVHeJplKhmLX7lN1rAB8GNjNgWeAEA53541%2FqG3%2BJBPzv4jrI28GptzmhOUn%2BMmKZk%3D,https://shopping-phinf.pstatic.net/main_7725926/7725926557.106.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,gnm 조정석 건강한 간 밀크씨슬 총 간건강 실리마린 비타민b,21900,,,99999,4.8
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,20,Granny Salad 그래니 샐러드,granny salad 그래니 샐러드,헬스네이처스토어,22900,,0,,,2929,4.7,7.982757702011113,mid_price,low_review,low_price,low_review,True,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=OQftZZtqGIbqsDr1dn6fX%2F%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUcYdnYWj8koCtWwzfZajusOg3i8PV8Ea0JPtGu6eNDA9OKej1Nda%2FHTxuC6ICLxLEiMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEfq76T60taSBefrLAMHV6t48NTV%2FWEpkq80POta19jSCp8N5cFPiKvpvtZFiNlkFvTQ6GAFZ00%2BfuZ06Iwn23HxffUdbrJwO%2FvP0E2kEJ7twMQjhFJI6k7HfSDxMs78l8C7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8982039/89820391433.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,granny salad 그래니 샐러드,22900,,,2929,4.7
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,21,[총 8개월분] GNM 마그네슘05 / 비타민B 5중 복합기능성 셀레늄,총 gnm 마그네슘05 비타민b 5중 복합기능성 셀레늄,GNM 자연의품격,27900,,0,,,35428,4.8,10.475285972792834,mid_price,high_review,low_price,high_review,False,False,False,False,False,https://adcr.shopping.naver.com/adclk.nhn?x=%2FyIPpnPyH1xGjHsTgka7Cv%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUfaBWLxG61bbcXVub6bD0o2wxAw31b4lRo27b7XdeVMBT1NvS%2F401paHxQmIRIKmyuMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEshPhb6Kazr0sXML4njShYXVBc2rOW%2F3%2FJjyvG5nAt6up8N5cFPiKvpvtZFiNlkFvmoAcOu0m7HqWRGeckHsPVO8ERT1WEQNH3dtlNYdw3xzIgOhMqsFdEFtPXfe6E2NJC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_1309148/13091489871.7.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,총 gnm 마그네슘05 비타민b 5중 복합기능성 셀레늄,27900,,,35428,4.8
naver_shopping,건강식품,naver_buy_daily,많이구매한BEST_일간,22,압타민C 비타민C 1000mg 플러스,압타민c 비타민c 1000mg 플러스,반가운 웰니스 스토어,50000,,0,,,16823,4.8,9.730561717382535,high_price,mid_review,mid_price,mid_review,False,False,False,True,True,https://adcr.shopping.naver.com/adclk.nhn?x=YZBIyAA%2FlMjwSZvAQwmpy%2F%2F%2F%2Fw%3D%3Dsmd8zBqMJQLjellaiFGSaxelHjPrOWjZx0d%2BfAbCirfJS0MlE9Zhp0ZdexlLGrR6%2FG7G5RJJUxF5j92Eo1iXTsoZdhCE9OcMVyJIwnPrYIuQK0ziEfw2%2FX1n2sRb2GAYeWMkho%2FmboYur%2B7CUmxZLTeYUh9naGYWHtG4yIz4TlUeebpYUGmMDNpMmzh3m%2FWUw7lqlKl0iWiA2O1NUEdWJ5kW1CNtSv%2BNOR367DSeiI1CMHnypgMYOj%2BppYy8krfLQOruYZ0qvXRqoWGVrNJGunLEI7IotpuxDsxMpzOX3afg%2FWIA9jvcPh7wp%2BthoC3OXTe2y1de4HCKa0h%2BewmwyypLQb09RkuxvU%2BjHfVGNPZwtjqcXCzC1FizX6ay%2Fh7BEhLz00g9qE%2FxEyC4Gm87P7S%2FImBdrZ%2BQIBi04%2FvRq6KKp8N5cFPiKvpvtZFiNlkFv%2BJXe6WGN6VW5RbpDrJDoHBjS%2FlujHN2biJZjEKRbeaRt20XtgWYEJ8WyBLvx5mkYC7V67rfH3iNtVAxlGmuIM5Md47BbalqjJCPGSMnN4ql%2FOnYGuJ7aS5gkCprihO57Xlycpep0qsMgsOYv%2FbhZfXH24bSfM4oagza7GbmlT1A%3D,https://shopping-phinf.pstatic.net/main_8851642/88516429697.4.jpg?type=f450,2026-06-01,네이버쇼핑-건강식품-많이구매한BEST-일간-2026-06-01-12-02-48.xlsx,압타민c 비타민c 1000mg 플러스,50000,,,16823,4.8
